,24-Hour Passes Purchased (midnight to 11:59 pm),3-Day Passes Purchased (midnight to 11:59 pm),7-Day Passes Purchased (midnight to 11:59 pm),Annual Member Sign-Ups (midnight to 11:59 pm),Cumulative trips (since launch):,Date,Miles traveled to date:,Miles traveled today (midnight to 11:59 pm),Total Annual Members,Total Annual Members (All Time),Total Annual Memberships Sold,Trips over the past 24-hours (midnight to 11:59pm)
12,2411,,109,228,7692201,4/13/2014,"13,265,459",65.74600000000001,,,102129.0,29521
13,993,,114,266,7723933,4/14/2014,"13,322,766",57.306999999999995,,,102357.0,31732
14,73,,19,128,7735303,4/15/2014,"13,337,404",14.639000000000001,,,102623.0,11370
15,279,,50,132,7757016,4/16/2014,"13,368,832",31.427,,,102751.0,21713
16,470,,53,113,7781206,4/17/2014,"13,405,474",36.641999999999996,,,102883.0,24190
17,628,,60,98,7803615,4/18/2014,"13,439,319",33.846,,,102996.0,22409
18,2666,,99,118,7830156,4/19/2014,"13,498,781",59.461000000000006,,,103094.0,26541
19,1639,,84,154,7850278,4/20/2014,"13,539,595",40.814,,,103212.0,20122
20,839,,105,276,7879896,4/21/2014,"13,590,165",50.57,,,103366.0,29618
21,560,,58,169,7909476,4/22/2014,"13,635,978",45.813,,,103642.0,29580
22,358,,68,173,7938817,4/23/2014,"13,680,243",44.266000000000005,,,103811.0,29341
23,646,,95,160,7969332,4/24/2014,"13,728,573",48.32899999999999,,,103984.0,30515
24,767,,56,126,7999631,4/25/2014,"13,778,488",49.915,,,104144.0,30299
25,1720,,57,118,8021416,4/26/2014,"13,821,247",42.75899999999999,,,104270.0,21785
26,1616,,84,156,8045509,4/27/2014,"13,867,436",46.188,,,104388.0,24093
27,744,,94,176,8076788,4/28/2014,"13,918,604",51.168,,,104544.0,31279
28,160,,24,120,8096791,4/29/2014,"13,945,444",26.84,,,104720.0,20003
29,15,,0,63,8099884,4/30/2014,"13,949,016",3.572,,,104840.0,3093
30,780,,94,138,8129332,5/1/2014,"14,000,335",51.32,,,104903.0,29448
31,1192,,144,192,8164922,5/2/2014,"14,060,849",60.513999999999996,,,105041.0,35590
32,2440,,150,152,8193176,5/3/2014,"14,122,799",61.95,,,105233.0,28254
33,1479,,77,159,8216626,5/4/2014,"14,166,724",43.926,,,105385.0,23450
34,842,,127,219,8250332,5/5/2014,"14,225,628",58.903999999999996,,,105544.0,33706
35,836,,100,197,8286309,5/6/2014,"14,288,083",62.455,,,105763.0,35977
36,799,,91,195,8322519,5/7/2014,"14,346,700",58.617,,,105960.0,36210
37,303,,20,105,8342037,5/8/2014,"14,375,600",28.9,,,106155.0,19518
38,537,,59,111,8367027,5/9/2014,"14,412,718",37.118,,,106260.0,24990
39,1617,,74,133,8391206,5/10/2014,"14,457,663",44.945,,,106371.0,24179
40,2768,,145,161,8422757,5/11/2014,"14,529,250",71.587,,,106504.0,31551
41,935,,124,246,8457966,5/12/2014,"14,590,714",61.465,,,106665.0,35209
42,737,,125,204,8494247,5/13/2014,"14,649,918",59.20399999999999,,,106911.0,36281
43,586,,75,164,8527334,5/14/2014,"14,701,982",52.063,,,107115.0,33087
44,566,,76,129,8556181,5/15/2014,"14,747,329",45.347,,,107279.0,28847
45,218,,22,114,8575742,5/16/2014,"14,774,993",27.664,,,107408.0,19561
46,2968,,141,130,8608883,5/17/2014,"14,846,365",71.372,,,107522.0,33141
47,2476,,124,154,8638909,5/18/2014,"14,908,341",61.977,,,107652.0,30026
48,914,,124,226,8673672,5/19/2014,"14,965,008",56.666000000000004,,,107806.0,34763
49,1145,,141,194,8712600,5/20/2014,"15,031,586",66.578,,,108032.0,38928
50,897,,115,146,8750093,5/21/2014,"15,092,655",61.068999999999996,,,108226.0,37493
51,470,,40,121,8776846,5/22/2014,"15,132,305",39.65,,,108372.0,26753
52,793,,84,108,8803741,5/23/2014,"15,174,433",42.128,,,108493.0,26895
53,1532,,105,109,8822244,5/24/2014,"15,210,238",35.805,,,108601.0,18503
54,3535,,144,115,8850510,5/25/2014,"15,279,036",68.798,,,108710.0,28266
55,3095,,143,169,8880329,5/26/2014,"15,349,748",70.712,,,108825.0,29819
56,1196,,162,253,8916494,5/27/2014,"15,413,199",63.451,,,108994.0,36165
57,533,,79,164,8949160,5/28/2014,"15,462,869",49.67,,,109247.0,32666
58,930,,108,144,8986344,5/29/2014,"15,523,091",60.222,,,109411.0,37184
59,1191,,118,167,9024219,5/30/2014,"15,588,331",65.24,,,109555.0,37875
60,2305,,129,139,9054878,5/31/2014,"15,650,307",61.976000000000006,,,109722.0,30659
61,2912,,168,212,9089475,6/1/2014,"15,725,901",75.594,,,109861.0,34597
62,1099,,150,277,9127618,6/2/2014,"15,794,087",68.186,,,110073.0,38143
63,702,,119,238,9160122,6/3/2014,"15,846,854",52.766999999999996,,,110350.0,32504
64,950,,135,170,9199869,6/4/2014,"15,913,807",66.953,,,110588.0,39747
65,692,,81,146,9227034,6/5/2014,"15,958,521",44.714,,,110758.0,27165
66,1668,,128,164,9268325,6/6/2014,"16,031,408",72.887,,,110904.0,41291
67,2888,,165,116,9302742,6/7/2014,"16,105,957",74.54899999999999,,,111068.0,34417
68,2704,,117,162,9336174,6/8/2014,"16,179,153",73.196,,,111184.0,33432
69,394,,43,127,9356719,6/9/2014,"16,211,405",32.251999999999995,,,111346.0,20545
70,783,,117,167,9393678,6/10/2014,"16,271,321",59.916000000000004,,,111473.0,36959
71,691,,105,121,9427487,6/11/2014,"16,326,514",55.193000000000005,,,111640.0,33809
72,644,,78,134,9459673,6/12/2014,"16,375,786",49.272,,,111761.0,32186
73,565,,40,106,9479909,6/13/2014,"16,406,932",31.146,,,111895.0,20236
74,2442,,129,106,9511341,6/14/2014,"16,470,762",63.83,,,112001.0,31432
75,2397,,136,142,9542370,6/15/2014,"16,535,902",65.14,,,112107.0,31029
76,1080,,153,200,9580938,6/16/2014,"16,602,866",66.964,,,112249.0,38568
77,978,,124,173,9619901,6/17/2014,"16,669,655",66.789,,,112449.0,38963
78,905,,139,161,9658885,6/18/2014,"16,733,960",64.305,,,112622.0,38984
79,812,,92,113,9694212,6/19/2014,"16,792,620",58.66,,,112783.0,35327
80,1439,,117,164,9733039,6/20/2014,"16,871,281",78.661,,,112896.0,38827
81,2951,,149,94,9766364,6/21/2014,"16,940,995",69.714,,,113060.0,33325
82,2532,,107,135,9798664,6/22/2014,"17,006,031",65.036,,,113154.0,32300
83,1024,,167,193,9835006,6/23/2014,"17,067,560",61.528999999999996,,,113289.0,36342
84,939,,136,173,9874892,6/24/2014,"17,134,164",66.604,,,113482.0,39886
85,868,,137,129,9912927,6/25/2014,"17,194,927",60.763000000000005,,,113655.0,38035
86,1051,,109,121,9951537,6/26/2014,"17,258,695",63.768,,,113784.0,38610
87,1573,,147,115,9991234,6/27/2014,"17,329,597",70.902,,,113905.0,39697
88,2679,,125,122,10022918,6/28/2014,"17,394,672",65.075,,,114020.0,31684
89,2450,,125,118,10053702,6/29/2014,"17,459,378",64.706,,,114142.0,30784
90,1044,,120,174,10090556,6/30/2014,"17,521,295",61.917,,,114260.0,36854
0,955,,120,126,10128526,7/1/2014,"17,582,465",61.17,,,114434.0,37970
1,688,,92,160,10157291,7/2/2014,"17,626,657",44.192,,,114560.0,28765
2,819,,88,124,10187369,7/3/2014,"17,675,230",48.573,,,114720.0,30078
3,1196,,77,48,10202219,7/4/2014,"17,703,135",27.905,,,114844.0,14850
4,2566,,127,86,10227335,7/5/2014,"17,758,860",55.725,,,114892.0,25116
5,2392,,111,114,10253950,7/6/2014,"17,824,218",65.358,,,114978.0,26615
6,905,,160,195,10289025,7/7/2014,"17,884,052",59.833999999999996,,,115092.0,35075
7,740,,120,171,10324759,7/8/2014,"17,941,880",57.828,,,115287.0,35734
8,879,,127,159,10362347,7/9/2014,"18,002,792",60.912,,,115446.0,37588
9,1052,,115,159,10402126,7/10/2014,"18,069,031	",66.23899999999999,,,115605.0,39779
10,1339,,93,106,10440542,7/11/2014,"18,134,547",65.516,,,115711.0,38416
11,2697,,115,99,10471955,7/12/2014,"18,198,211",63.663999999999994,,,115810.0,31413
12,1713,,91,104,10499044,7/13/2014,"18,248,316",50.105,,,115914.0,27089
13,637,,93,112,10527217,7/14/2014,"18,291,538",43.222,,,116026.0,28173
14,410,,58,116,10552210,7/15/2014,"18,328,630",37.092,,,116142.0,24993
15,959,,116,103,10590820,7/16/2014,"18,392,246",63.61600000000001,,,116245.0,38610
16,1114,,110,116,10632816,7/17/2014,"18,462,307",70.061,,,116361.0,41996
17,1502,,148,111,10672342,7/18/2014,"18,531,723	",69.416,,,116472.0,39526
18,2796,,130,79,10704285,7/19/2014,"18,596,118",64.395,,,116551.0,31943
19,2767,,146,118,10737441,7/20/2014,"18,664,660",68.542,,,116669.0,33156
20,1162,,129,143,10776404,7/21/2014,"18,729,484",64.824,,,116812.0,38963
21,992,,127,157,10816854,7/22/2014,"18,796,565",67.081,,,116969.0,40450
22,816,,126,121,10854362,7/23/2014,"18,856,521",59.956,,,117090.0,37508
23,1064,,109,139,10894781,7/24/2014,"18,924,105",67.584,,,117229.0,40419
24,1457,,105,111,10934549,7/25/2014,"18,992,757",68.652,,,117340.0,39768
25,2428,,92,87,10964431,7/26/2014,"19,052,402",59.645,,,117427.0,29882
26,2108,,115,103,10994100,7/27/2014,"19,110,595",58.193000000000005,,,117530.0,29669
27,877,,150,173,11030460,7/28/2014,"19,170,162	",59.567,,,117703.0,36360
28,1089,,128,227,11071658,7/29/2014,"19,238,226",68.064,,,117930.0,41198
29,1116,,99,145,11112865,7/30/2014,"19,306,353",68.127,,,118075.0,41207
30,1065,,113,129,11152147,7/31/2014,"19,371,767",65.414,,,118204.0,39282
31,1192,,93,110,11187976,8/1/2014,"19,430,969",59.202,,,118314.0,35829
32,2540,,127,94,11217989,8/2/2014,"19,490,171",60.544,,,118408.0,30013
33,2146,,96,147,11245843,8/3/2014,"19,546,038",55.867,,,118555.0,27854
34,1097,,165,149,11283251,8/4/2014,"19,609,775",63.736999999999995,,,118704.0,37408
35,1059,,119,126,11321419,8/5/2014,"19,673,732",63.957,,,118830.0,38168
36,1067,,144,108,11361361,8/6/2014,"19,740,074",66.342,,,118938.0,39942
37,1083,,129,109,11401294,8/7/2014,"19,807,472",67.398,,,119047.0,39933
38,1342,,111,90,11438661,8/8/2014,"19,871,802",64.33,,,119137.0,37367
39,3814,,151,107,11474362,8/9/2014,"19,952,805",81.003,,,119244.0,35701
40,2303,,131,107,11503701,8/10/2014,"20,014,092",61.287,,,119351.0,29339
41,1167,,132,144,11540538,8/11/2014,"20,075,800",61.708,,,119495.0,36837
42,526,,90,89,11569129,8/12/2014,"20,117,680",41.88,,,119584.0,28591
43,661,,98,109,11599827,8/13/2014,"20,167,047",49.367,,,119693.0,30698
44,1069,,128,96,11638690,8/14/2014,"20,234,971",67.92399999999999,,,119789.0,38863
45,1198,,117,80,11674214,8/15/2014,20294986,60015.0,,,119869.0,35524
46,4217,,155,93,11710341,8/16/2014,20378258,83272.0,,,119962.0,36127
47,2344,,121,107,11740564,8/17/2014,20439648,61390.0,,,120069.0,30223
48,1156,,157,158,11778415,8/18/2014,20504521,64873.0,,,120227.0,37851
49,965,,140,129,11817327,8/19/2014,20570404,65883.0,,,120356.0,38912
50,1057,,110,114,11856417,8/20/2014,20637304,66900.0,,,120470.0,39090
51,960,,107,128,11893334,8/21/2014,20699677,62373.0,,,120598.0,36917
52,863,,81,90,11926481,8/22/2014,20754442,54765.0,,,120688.0,33147
53,2254,,98,81,11955437,8/23/2014,20811712,57270.0,,,120769.0,28956
54,2528,,125,115,11985859,8/24/2014,20876717,65005.0,,,120884.0,30422
55,1007,,146,166,12022103,8/25/2014,20937583,60866.0,,,121050.0,36244
56,937,,124,107,12060040,8/26/2014,21000070,62487.0,,,121157.0,37937
57,829,,83,135,12096940,8/27/2014,21061558,61488.0,,,121292.0,36900
58,982,,83,131,12133995,8/28/2014,21123960,62402.0,,,121423.0,37055
59,1329,,109,99,12168287,8/29/2014,21183331,59371.0,,,121522.0,34292
60,2442,,99,88,12193526,8/30/2014,21236113,52782.0,,,121610.0,25239
61,1952,,89,80,12213623,8/31/2014,21277707,41594.0,,,121690.0,20097
62,2083,,105,119,12239678,9/1/2014,21328977,51270.0,,,121809.0,26055
63,693,,121,170,12273683,9/2/2014,21382819,53842.0,,,121979.0,34005
64,789,,148,145,12312681,9/3/2014,21445555,62736.0,,,122124.0,38998
65,816,,125,124,12352703,9/4/2014,21510118,64563.0,,,122248.0,40022
66,1111,,121,108,12391028,9/5/2014,21574539,64421.0,,,122356.0,38325
67,1674,,105,82,12419318,9/6/2014,21626058,51519.0,,,122438.0,28290
68,2222,,115,117,12451842,9/7/2014,21691452,65394.0,,,122555.0,32524
69,818,,118,142,12489933,9/8/2014,21752062,60610.0,,,122697.0,38091
70,620,,99,121,12528034,9/9/2014,21811088,59026.0,,,122818.0,38101
71,981,,104,97,12569668,9/10/2014,21880649,69561.0,,,122915.0,41634
72,844,,90,91,12610532,9/11/2014,21946447,65798.0,,,123006.0,40864
73,1195,,103,105,12651873,9/12/2014,22022008,75561.0,,,123111.0,41341
74,842,,67,81,12670983,9/13/2014,22053608,31600.0,,,123192.0,19110
75,2290,,117,117,12702572,9/14/2014,22116571,62963.0,,,123309.0,31589
76,858,,118,112,12741616,9/15/2014,22181554,64983.0,,,123421.0,39044
77,484,,61,100,12769901,9/16/2014,22224804,43250.0,,,123521.0,28285
78,916,,121,115,12811248,9/17/2014,22292562,67758.0,,,123636.0,41347
79,887,,115,82,12852393,9/18/2014,22360402,67840.0,,,123718.0,41145
80,979,,90,78,12890555,9/19/2014,22422902,62500.0,,,123796.0,38162
81,2464,,122,54,12923506,9/20/2014,22487740,64838.0,,,123850.0,32951
82,1693,,90,76,12952036,9/21/2014,22542059,54319.0,,,123926.0,28530
83,748,,84,118,12988660,9/22/2014,22601083,59024.0,,,124044.0,36624
84,841,,106,80,13028765,9/23/2014,22667673,66590.0,,,124124.0,40105
85,719,,100,106,13067741,9/24/2014,22730507,62834.0,,,124230.0,38976
86,165,,24,61,13086023,9/25/2014,22756526,26019.0,,,124291.0,18282
87,1297,,118,85,13124417,9/26/2014,22822753,66227.0,,,124376.0,38394
88,2712,,118,57,13157739,9/27/2014,22892477,69724.0,,,124433.0,33322
89,2259,,129,99,13189819,9/28/2014,22957288,64811.0,,,124532.0,32080
90,689,,114,113,13226715,9/29/2014,23016593,59305.0,,,124645.0,36896
91,613,,65,89,13265776,9/30/2014,23076563,59970.0,,,124734.0,39061
0,330,,48,112,13296973,10/1/2014,23121175,44612.0,,,124846.0,31197
1,602,,86,113,13335259,10/2/2014,23181814,60639.0,,,124959.0,38286
2,1276,,107,65,13374215,10/3/2014,23247553,65739.0,,,125024.0,38956
3,617,,26,34,13389303,10/4/2014,23271807,24254.0,,,125058.0,15088
4,1470,,90,51,13415550,10/5/2014,23320737,48930.0,,,125109.0,26247
5,710,,99,94,13451201,10/6/2014,23377117,56380.0,,,125203.0,35651
6,593,,81,59,13488132,10/7/2014,23435857,58740.0,,,125262.0,36931
7,667,,86,92,13526002,10/8/2014,23496451,60594.0,,,125354.0,37870
8,709,,71,53,13562429,10/9/2014,23554316,57865.0,,,125407.0,36427
9,905,,78,57,13597119,10/10/2014,23609006,54690.0,,,125464.0,34690
10,528,,34,23,13611924,10/11/2014,23632284,23278.0,,,125487.0,14805
11,2083,,80,42,13638183,10/12/2014,23685064,52781.0,,,125529.0,26259
12,749,,60,60,13663799,10/13/2014,23725339,40275.0,,,125589.0,25616
13,869,,101,62,13700328,10/14/2014,23787030,61691.0,,,125651.0,36529
14,506,,82,52,13732112,10/15/2014,23836349,49319.0,,,125703.0,31784
15,499,,61,60,13761957,10/16/2014,23884157,47808.0,,,125763.0,29845
16,1180,,105,53,13799716,10/17/2014,23948545,64389.0,,,125816.0,37759
17,1806,,63,49,13827350,10/18/2014,24001099,52554.0,,,125865.0,27634
18,1000,,57,49,13848367,10/19/2014,24036139,35039.0,,,125914.0,21017
19,514,,74,54,13879295,10/20/2014,24084168,48030.0,,,125968.0,30928
20,539,,90,40,13914005,10/21/2014,24138128,53960.0,,,126008.0,34710
21,110,,30,29,13924407,10/22/2014,24152022,13894.0,,,126037.0,10402
22,74,,19,25,13939293,10/23/2014,24172468,20446.0,,,126062.0,14886
23,722,,84,24,13972315,10/24/2014,24223619,51151.0,,,126086.0,33022
24,2093,,83,31,14000117,10/25/2014,24277499,53881.0,,,126117.0,27802
25,1220,,71,49,14023194,10/26/2014,24318808,41308.0,,,126166.0,23077
26,519,,73,63,14055122,10/27/2014,24368754,49892.0,,,126229.0,31908
27,628,,79,166,14091551,10/28/2014,24425356,56602.0,,,126395.0,36429
28,466,,70,65,14124495,10/29/2014,24473733,48378.0,,,126460.0,32944
29,557,,61,27,14159153,10/30/2014,24525895,52162.0,,,126487.0,34658
30,653,,75,16,14189940,10/31/2014,24572729,46834.0,,,126503.0,30787
31,98,,10,11,14196679,11/1/2014,24581432,8703.0,,,126514.0,6739
32,480,,44,13,14212409,11/2/2014,24604538,23106.0,,,126527.0,15730
33,568,,51,30,14241999,11/3/2014,24649906,45368.0,,,126557.0,29590
34,665,,80,22,14276611,11/4/2014,24704213,54306.0,,,126579.0,34612
35,513,,49,32,14310375,11/5/2014,24756677,52464.0,,,126611.0,33764
36,98,,12,16,14324257,11/6/2014,24775420,18743.0,,,126627.0,13882
37,416,,45,20,14352310,11/7/2014,24815583,40163.0,,,126647.0,28053
38,878,,40,12,14371682,11/8/2014,24847172,31589.0,,,126659.0,19372
39,952,,44,16,14391907,11/9/2014,24881423,34251.0,,,126675.0,20225
40,607,,46,25,14422523,11/10/2014,24928191,46768.0,,,126700.0,30616
41,599,,41,19,14454835,11/11/2014,24977651,49461.0,,,126719.0,32312
42,325,,36,28,14485665,11/12/2014,25022886,45234.0,,,126747.0,30830
43,252,,21,23,14508463,11/13/2014,25055281,32395.0,,,126770.0,22798
44,242,,28,13,14531915,11/14/2014,25088520,33240.0,,,126783.0,23452
45,522,,16,14,14547318,11/15/2014,25112295,23774.0,,,126797.0,15403
46,319,,20,14,14561862,11/16/2014,25132940,20645.0,,,126811.0,14544
47,25,,8,12,14570806,11/17/2014,25144234,11294.0,,,126823.0,8944
48,78,,26,11,14589242,11/18/2014,25167938,23704.0,,,126834.0,18436
49,102,,17,13,14607453,11/19/2014,25191989,24052.0,,,126847.0,18211
50,160,,20,11,14630135,11/20/2014,25222867,30878.0,,,126858.0,22682
51,131,,24,7,14649717,11/21/2014,25248400,25533.0,,,126865.0,19582
52,345,,9,10,14663555,11/22/2014,25268611,20211.0,,,126875.0,13838
53,628,,26,11,14680567,11/23/2014,25296114,27503.0,,,126886.0,17012
54,374,,45,8,14705574,11/24/2014,25333986,37873.0,,,126894.0,25007
55,365,,27,10,14733463,11/25/2014,25373481,39495.0,,,126904.0,27889
56,14,,1,4,14737527,11/26/2014,25378478,4997.0,,,126908.0,4064
57,74,,10,3,14741858,11/27/2014,25384432,5954.0,,,126911.0,4331
58,209,,8,7,14751015,11/28/2014,25397175,12743.0,,,126918.0,9157
59,235,,14,6,14759989,11/29/2014,25409983,12808.0,,,126924.0,8974
60,449,,25,13,14773601,11/30/2014,25431227,21244.0,,,126937.0,13612
61,281,,20,19,14793999,12/1/2014,25461204,29977.0,,,126956.0,20398
62,45,,24,14,14810960,12/2/2014,25483547,22343.0,,,126970.0,16961
63,65,,6,8,14826038,12/3/2014,25506630,23083.0,,,126978.0,15078
64,191,,14,8,14849480,12/4/2014,25539707,33077.0,,,126986.0,23442
65,153,,12,6,14866769,12/5/2014,25562908,23200.0,,,126992.0,17289
66,59,,5,12,14871256,12/6/2014,25568695,5787.0,,,127004.0,4487
67,254,,13,8,14882660,12/7/2014,25584702,16007.0,,,127012.0,11404
68,60,,11,12,14899675,12/8/2014,25606367,21665.0,,,127024.0,17015
69,18,,4,7,14906997,12/9/2014,25615825,9458.0,,,127031.0,7322
70,23,,5,5,14918473,12/10/2014,25630415,14590.0,,,127036.0,11476
71,144,,19,5,14938313,12/11/2014,25657832,27417.0,,,127041.0,19840
72,151,,13,5,14957706,12/12/2014,25683521,25689.0,,,127046.0,19393
73,324,,20,4,14971466,12/13/2014,25704797,21276.0,,,127050.0,13760
74,326,,20,8,14984721,12/14/2014,25724148,19351.0,,,127058.0,13255
75,186,,25,7,15006027,12/15/2014,25753380,29232.0,,,127065.0,21306
76,119,,19,10,15024680,12/16/2014,25778496,25116.0,,,127075.0,18653
77,186,,18,10,15047030,12/17/2014,25809373,30878.0,,,127085.0,22350
78,119,,14,8,15067709,12/18/2014,25836824,27451.0,,,127093.0,20679
79,158,,14,11,15086405,12/19/2014,25861652,24828.0,,,127104.0,18696
80,145,,7,12,15097033,12/20/2014,25875399,13747.0,,,127116.0,10628
81,170,,9,10,15106615,12/21/2014,25888139,12740.0,,,127126.0,9582
82,156,,17,12,15121464,12/22/2014,25908460,20321.0,,,127138.0,14849
83,68,,9,8,15131869,12/23/2014,25922406,13946.0,,,127146.0,10405
84,36,,7,9,15136585,12/24/2014,25928589,6183.0,,,127155.0,4716
85,	456	41,,undefined,10,15141939,12/25/2014,25939612,11023.0,,,127165.0,5354
86,464,,63,18,15152714,12/26/2014,25957327,17715.0,,,127183.0,10775
87,58,,undefined,13	741,15163842,12/27/2014,25978457,21130.0,,,127196.0,11128
88,326,,23,26,15172561,12/28/2014,25991435,12978.0,,,127222.0,8719
89,37,,undefined,22	363,15187324,12/29/2014,26013934,22499.0,,,127244.0,14763
90,214,,31,14,15200601,12/30/2014,26032046,18112.0,,,127258.0,13277
91,216,,12,11,15211051,12/31/2014,26046606,14560.0,,,127269.0,10450
0,267,,11,,15216843,1/1/2015,26055797,9191.0,,,127279.0,5792
1,298,,8,,15229214,1/2/2015,26074019,18222.0,,,127293.0,12371
2,96,,7,,15234048,1/3/2015,26080301,6282.0,,,127300.0,4834
3,152,,5,,15242557,1/4/2015,26092001,11700.0,,,127308.0,8509
4,88,,12,,15258349,1/5/2015,26112023,20022.0,,,127336.0,15792
5,2,,1,,15267832,1/6/2015,26124026,12003.0,,,127354.0,9483
6,5,,1,,15278517,1/7/2015,26136817,12791.0,,,127363.0,10685
7,18,,0,,15288294,1/8/2015,26148484,11667.0,,,127372.0,9777
8,16,,2,,15296925,1/9/2015,26159577,11093.0,,,127376.0,8631
9,51,,3,,15303751,1/10/2015,26167766,8189.0,,,127383.0,6826
10,68,,8,,15311955,1/11/2015,26177965,10199.0,,,127395.0,8204
11,27,,2,,15321396,1/12/2015,26189554,11589.0,,,127408.0,9441
12,23,,10,,15335530,1/13/2015,26206983,17429.0,,,127418.0,14134
13,43,,7,,15349926,1/14/2015,26225088,18105.0,,,127427.0,14396
14,64,,8,,15365389,1/15/2015,26244891,19803.0,,,127434.0,15463
15,94,,14,,15380448,1/16/2015,26263975,19084.0,,,127441.0,15059
16,152,,3,,15388691,1/17/2015,26274793,10818.0,,,127453.0,8243
17,12,,0,,15390729,1/18/2015,26277228,2435.0,,,127461.0,2038
18,124,,11,,15402642,1/19/2015,26292961,15733.0,,,127470.0,11913
19,93,,9,,15420257,1/20/2015,26315701,22740.0,,,127502.0,17615
20,67,,16,,15436991,1/21/2015,26336929,21228.0,,,127520.0,16734
21,74,,9,,15454426,1/22/2015,26359559,22630.0,,,127530.0,17435
22,95,,14,,15471506,1/23/2015,26381807,22248.0,,,127545.0,17080
23,41,,2,,15476781,1/24/2015,26388530,6723.0,,,127552.0,5275
24,202,,4,,15487016,1/25/2015,26402951,14421.0,,,127559.0,10235
25,15,,0,,15491553,1/26/2015,26408930,5979.0,,,127566.0,4537
26,36,,1,,15492958,1/27/2015,26411273,2343.0,,,127569.0,1405
27,12,,2,,15499181,1/28/2015,26421180,9907.0,,,127575.0,6223
28,31,,3,,15509026,1/29/2015,26435351,14171.0,,,127586.0,9845
29,21,,6,,15518969,1/30/2015,26448296,12945.0,,,127595.0,9943
30,38,,2,,15524721,1/31/2015,26455624,7328.0,,,127596.0,5752
31,72,,8,,15531935,2/1/2015,26464810,9186.0,,,127608.0,7214
32,6,,0,,15533621,2/2/2015,26467445,2635.0,,,127608.0,1686
33,5,,1,,15539064,2/3/2015,26475261,7816.0,,,127612.0,5443
34,27,,1,,15548918,2/4/2015,26489036,13775.0,,,127624.0,9854
35,13,,1,,15558895,2/5/2015,26501643,12607.0,,,127630.0,9977
36,26,,4,,15568229,2/6/2015,26513591,11948.0,,,127635.0,9334
37,83,,7,,15575575,2/7/2015,26523636,10045.0,,,127640.0,7346
38,65,,7,,15582755,2/8/2015,26533307,9671.0,,,127642.0,7180
39,10,,3,,15588472,2/9/2015,26540541,7234.0,,,127646.0,5717
40,36,,5,,15599761,2/10/2015,26555067,14526.0,,,127652.0,11289
41,46,,12,,15612214,2/11/2015,26571271,16204.0,,,127657.0,12453
42,45,,4,,15624865,2/12/2015,26587519,16248.0,,,127667.0,12651
43,28,,2,,15633460,2/13/2015,26598292,10773.0,,,127674.0,8595
44,54,,2,,15638584,2/14/2015,26604684,6392.0,,,127678.0,5124
45,12,,0,,15641421,2/15/2015,26607973,3289.0,,,127681.0,2837
46,19,,2,,15645921,2/16/2015,26613396,5423.0,,,127682.0,4500
47,14,,2,,15651210,2/17/2015,26620265,6869.0,,,127683.0,5289
48,35,,6,,15661211,2/18/2015,26633260,12995.0,,,127693.0,10001
49,14,,0,,15669696,2/19/2015,26643340,10080.0,,,127696.0,8485
50,14,,3,,15676521,2/20/2015,26651396,8056.0,,,127700.0,6825
51,24,,5,,15679974,2/21/2015,26655560,4164.0,,,127701.0,3453
52,55,,4,,15684628,2/22/2015,26662208,6648.0,,,127706.0,4654
53,11,,8,,15692971,2/23/2015,26672727,10519.0,,,127714.0,8343
54,12,,1,,15701454,2/24/2015,26683402,10675.0,,,127729.0,8483
55,49,,5,,15713511,2/25/2015,26699057,15655.0,,,127739.0,12057
56,26,,7,,15724558,2/26/2015,26713801,14744.0,,,127747.0,11047
57,57,,10,,15735419,2/27/2015,26728114,14313.0,,,127753.0,10861
58,71,,3,,15742255,2/28/2015,26737089,8975.0,,,127754.0,6836
59,37,,4,,15745424,3/1/2015,26741131,4042.0,,,127763.0,3169
60,27,,3,,15753443,3/2/2015,26751898,10767.0,,,127770.0,8019
61,18,,2,,15760621,3/3/2015,26761328,9430.0,,,127775.0,7178
62,28,,4,,15768886,3/4/2015,26772170,10842.0,,,127779.0,8265
63,4,,0,,15770707,3/5/2015,26774774,2604.0,,,127784.0,1821
64,19,,6,,15776660,3/6/2015,26783022,8248.0,,,127792.0,5953
65,96,,9,,15782915,3/7/2015,26791871,8849.0,,,127799.0,6255
66,245,,16,,15791626,3/8/2015,26805572,13701.0,,,127819.0,8711
67,218,,24,,15807991,3/9/2015,26829731,24159.0,,,127852.0,16365
68,126,,17,,15821071,3/10/2015,26847357,17626.0,,,127886.0,13080
69,386,,29,,15842799,3/11/2015,26880803,33446.0,,,127936.0,21728
70,195,,22,,15862045,3/12/2015,26907734,26931.0,,,127977.0,19246
71,239,,27,,15879895,3/13/2015,26932433,24699.0,,,128023.0,17850
72,60,,5,,15884197,3/14/2015,26938025,5592.0,,,128041.0,4302
73,260,,31,,15893873,3/15/2015,26951660,13635.0,,,128071.0,9676
74,273,,35,,15912349,3/16/2015,26977751,26091.0,,,128108.0,18476
75,178,,21,,15928636,3/17/2015,27000213,22462.0,,,128143.0,16287
76,110,,15,,15943686,3/18/2015,27011678,11465.0,,,128169.0,15050
77,150,,14,,15960385,3/19/2015,27027854,16176.0,,,128191.0,16699
78,58,,6,,15969171,3/20/2015,27039319,11465.0,,,128204.0,8786
79,367,,23,,15979407,3/21/2015,27055495,16176.0,,,128216.0,10236
